pubukprn,kismode,mytarsbj,title,kisaimcode,crseurl,legal_name,provaddress,A*A*A*A* and above,A*A*AC and above,A*A*A and above,AAA and above,ABB and above,BBC and above,CCC and above,Below CCC
10007768,01,NA,Economics (Industry),021,http://www.lancs.ac.uk/study/undergraduate/courses/economics-industry-bsc-hons-l105/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,0,30,30,30,5,0,0
10007768,01,CAH19-01-02,English Language and Spanish Studies,000,http://www.lancs.ac.uk/study/undergraduate/courses/english-language-and-spanish-studies-ba-hons-qr34/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,0,25,30,20,15,5,0
10007768,01,CAH19-04-04,English Language and Spanish Studies,000,http://www.lancs.ac.uk/study/undergraduate/courses/english-language-and-spanish-studies-ba-hons-qr34/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,5,30,30,25,15,0,0
10007768,01,NA,Marketing and Design,021,http://www.lancs.ac.uk/study/undergraduate/courses/marketing-and-design-bsc-hons-nw52/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,60,10,15,15,0,0
10007768,01,NA,Marketing with Psychology,021,http://www.lancs.ac.uk/study/undergraduate/courses/marketing-with-psychology-bsc-hons-n5c8/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",15,10,25,30,10,10,0,10
10007768,01,NA,Computer Science (with Industrial Experience),077,http://www.lancs.ac.uk/study/undergraduate/courses/computer-science-with-industrial-experience-msci-hons-g404/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,10,30,25,15,10,0,0
10007768,01,NA,English Language and Creative Writing,000,http://www.lancs.ac.uk/study/undergraduate/courses/english-language-and-creative-writing-ba-hons-q3wv/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,35,20,10,0,0
10007768,01,NA,Software Engineering (with Industrial Experience),077,http://www.lancs.ac.uk/study/undergraduate/courses/software-engineering-with-industrial-experience-msci-hons-g601/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,10,50,5,5,5,0,0
10007768,01,NA,Law with Politics,039,http://www.lancs.ac.uk/study/undergraduate/courses/law-with-politics-llb-hons-m1l2/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,5,15,20,20,30,0,0
10007768,01,NA,Film Studies,000,http://www.lancs.ac.uk/study/undergraduate/courses/film-studies-ba-hons-p303/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,35,20,30,10,0,0
10007768,01,CAH07-04-04,Natural Sciences,077,http://www.lancs.ac.uk/study/undergraduate/courses/natural-sciences-msci-hons-fcf3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,17,30,22,8,10,2,0
10007768,01,NA,Natural Sciences (Study Abroad),077,http://www.lancs.ac.uk/study/undergraduate/courses/natural-sciences-study-abroad-msci-hons-cfg1/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,20,35,20,20,5,0,0
10007768,01,CAH07-01-01,Theoretical Physics with Mathematics (Study Abroad),077,http://www.lancs.ac.uk/study/undergraduate/courses/theoretical-physics-with-mathematics-study-abroad-msci-hons-f3g5/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",9,26,32,18,14,1,1,0
10007768,01,CAH09-01-01,Theoretical Physics with Mathematics (Study Abroad),077,http://www.lancs.ac.uk/study/undergraduate/courses/theoretical-physics-with-mathematics-study-abroad-msci-hons-f3g5/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",7,14,28,23,16,10,0,0
10007768,01,NA,Chemical Engineering,056,http://www.lancs.ac.uk/study/undergraduate/courses/chemical-engineering-meng-hons-h811/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,25,15,30,25,0,0,0
10007768,01,NA,Chemical Engineering,008,http://www.lancs.ac.uk/study/undergraduate/courses/chemical-engineering-beng-hons-h800/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,5,15,20,20,20,0,5
10007768,01,NA,Biomedicine,077,http://www.lancs.ac.uk/study/undergraduate/courses/biomedicine-msci-hons-c703/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",20,0,30,20,20,0,0,0
10007768,01,NA,Biomedicine,021,http://www.lancs.ac.uk/study/undergraduate/courses/biomedicine-bsc-hons-c701/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,10,15,30,20,15,0,0
10007768,01,NA,Medicine and Surgery,045,http://www.lancs.ac.uk/study/undergraduate/courses/medicine-and-surgery-mbchb-a100/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",8,22,49,19,4,0,0,0
10007768,01,NA,Economics and Mathematics,021,http://www.lancs.ac.uk/study/undergraduate/courses/economics-and-mathematics-bsc-hons-gl11/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,0,40,0,40,0,0,0
10007768,01,NA,Business Analytics,021,http://www.lancs.ac.uk/study/undergraduate/courses/business-analytics-bsc-hons-n2n1/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,5,0,10,10,50,0,15
10007768,01,CAH07-02-01,Chemistry (Study Abroad),049,http://www.lancs.ac.uk/study/undergraduate/courses/chemistry-study-abroad-mchem-hons-f1t7/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,5,20,25,40,15,0,0
10007768,01,NA,Chemistry,049,http://www.lancs.ac.uk/study/undergraduate/courses/chemistry-mchem-hons-f101/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,10,20,10,25,35,0,0
10007768,01,NA,Chemistry,021,http://www.lancs.ac.uk/study/undergraduate/courses/chemistry-bsc-hons-f100/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,0,25,35,30,0,0,0
10007768,01,CAH09-01-02,Business Analytics (Study Abroad),021,http://www.lancs.ac.uk/study/undergraduate/courses/business-analytics-study-abroad-bsc-hons-n1n4/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,5,10,15,15,35,0,15
10007768,01,NA,Business Analytics (Industry),021,http://www.lancs.ac.uk/study/undergraduate/courses/business-analytics-industry-bsc-hons-n1n3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,10,10,30,15,15,0,20
10007768,01,CAH19-04-01,French Studies and Film,000,http://www.lancs.ac.uk/study/undergraduate/courses/french-studies-and-film-ba-hons-r1p3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,0,15,40,20,10,0,5
10007768,01,CAH24-01-05,French Studies and Film,000,http://www.lancs.ac.uk/study/undergraduate/courses/french-studies-and-film-ba-hons-r1p3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,20,30,10,0,0
10007768,01,CAH19-04-02,German Studies and Film,000,http://www.lancs.ac.uk/study/undergraduate/courses/german-studies-and-film-ba-hons-r2p3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,15,20,30,10,20,0,5
10007768,01,CAH24-01-05,German Studies and Film,000,http://www.lancs.ac.uk/study/undergraduate/courses/german-studies-and-film-ba-hons-r2p3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,20,30,10,0,0
10007768,01,CAH19-04-04,Spanish Studies and Film,000,http://www.lancs.ac.uk/study/undergraduate/courses/spanish-studies-and-film-ba-hons-r4p3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,5,30,30,25,15,0,0
10007768,01,CAH24-01-05,Spanish Studies and Film,000,http://www.lancs.ac.uk/study/undergraduate/courses/spanish-studies-and-film-ba-hons-r4p3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,20,30,10,0,0
10007768,01,CAH03-01-02,Biology,077,http://www.lancs.ac.uk/study/undergraduate/courses/biology-msci-hons-1m66/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,25,30,10,0,0
10007768,01,NA,International Relations,000,http://www.lancs.ac.uk/study/undergraduate/courses/international-relations-ba-hons-6t99/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,35,15,15,35,0,0
10007768,01,NA,Business Economics (Industry),021,http://www.lancs.ac.uk/study/undergraduate/courses/business-economics-industry-bsc-hons-4v11/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,10,20,25,30,5,0,5
10007768,01,CAH03-01-03,Ecology and Conservation (Professional Experience),077,http://www.lancs.ac.uk/study/undergraduate/courses/ecology-and-conservation-professional-experience-msci-hons-0x48/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,10,45,25,10,5,0,0
10007768,01,CAH26-01-04,Earth and Environmental Science,077,http://www.lancs.ac.uk/study/undergraduate/courses/earth-and-environmental-science-msci-hons-4r71/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,2,33,28,20,15,0,0
10007768,01,CAH24-01-05,Fine Art and Film,000,http://www.lancs.ac.uk/study/undergraduate/courses/fine-art-and-film-ba-hons-wp13/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,20,30,10,0,0
10007768,01,CAH25-01-02,Fine Art and Film,000,http://www.lancs.ac.uk/study/undergraduate/courses/fine-art-and-film-ba-hons-wp13/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,10,30,15,25,15,0,0
10007768,01,CAH24-01-05,Film and Theatre,000,http://www.lancs.ac.uk/study/undergraduate/courses/film-and-theatre-ba-hons-pw34/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,20,30,10,0,0
10007768,01,CAH25-02-03,Film and Theatre,000,http://www.lancs.ac.uk/study/undergraduate/courses/film-and-theatre-ba-hons-pw34/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,15,20,20,25,5,0,0
10007768,01,NA,Film and Creative Writing,000,http://www.lancs.ac.uk/study/undergraduate/courses/film-and-creative-writing-ba-hons-pw38/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,0,10,30,45,0,0,10
10007768,01,CAH19-01-05,Fine Art and Creative Writing,000,http://www.lancs.ac.uk/study/undergraduate/courses/fine-art-and-creative-writing-ba-hons-ww18/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,5,20,35,20,10,0,0
10007768,01,CAH25-01-02,Fine Art and Creative Writing,000,http://www.lancs.ac.uk/study/undergraduate/courses/fine-art-and-creative-writing-ba-hons-ww18/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,10,30,15,25,15,0,0
10007768,01,CAH25-01-02,Fine Art and Theatre,000,http://www.lancs.ac.uk/study/undergraduate/courses/fine-art-and-theatre-ba-hons-ww14/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,10,30,15,25,15,0,0
10007768,01,CAH25-02-03,Fine Art and Theatre,000,http://www.lancs.ac.uk/study/undergraduate/courses/fine-art-and-theatre-ba-hons-ww14/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,15,20,20,25,5,0,0
10007768,01,NA,Theatre and Creative Writing,000,http://www.lancs.ac.uk/study/undergraduate/courses/theatre-and-creative-writing-ba-hons-ww48/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,10,40,10,30,10,0,0
10007768,01,CAH19-04-02,German Studies and Theatre,000,http://www.lancs.ac.uk/study/undergraduate/courses/german-studies-and-theatre-ba-hons-wr42/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,15,20,30,10,20,0,5
10007768,01,CAH25-02-03,German Studies and Theatre,000,http://www.lancs.ac.uk/study/undergraduate/courses/german-studies-and-theatre-ba-hons-wr42/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,15,20,20,25,5,0,0
10007768,01,NA,Nuclear Engineering,008,http://www.lancs.ac.uk/study/undergraduate/courses/nuclear-engineering-beng-hons-h820/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,15,0,30,45,0,5
10007768,01,CAH26-01-04,Earth and Environmental Science (Study Abroad),077,http://www.lancs.ac.uk/study/undergraduate/courses/earth-and-environmental-science-study-abroad-msci-hons-ff86/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,2,33,28,20,15,0,0
10007768,01,CAH09-01-01,Computer Science and Mathematics,077,http://www.lancs.ac.uk/study/undergraduate/courses/computer-science-and-mathematics-msci-hons-gg1k/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",7,14,28,23,16,10,0,0
10007768,01,CAH11-01-01,Computer Science and Mathematics,077,http://www.lancs.ac.uk/study/undergraduate/courses/computer-science-and-mathematics-msci-hons-gg1k/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",3,11,28,20,24,10,0,1
10007768,01,CAH26-01-04,Environmental Science,077,http://www.lancs.ac.uk/study/undergraduate/courses/environmental-science-msci-hons-f850/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,2,33,28,20,15,0,0
10007768,01,CAH26-01-04,Environmental Science (Study Abroad),077,http://www.lancs.ac.uk/study/undergraduate/courses/environmental-science-study-abroad-msci-hons-f851/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,2,33,28,20,15,0,0
10007768,01,NA,Accounting and Finance (Industry),021,http://www.lancs.ac.uk/study/undergraduate/courses/accounting-and-finance-industry-bsc-hons-n401/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,10,20,25,40,10,0,0
10007768,01,NA,"Management, Politics and International Relations (Industry)",021,http://www.lancs.ac.uk/study/undergraduate/courses/management-politics-and-international-relations-industry-bsc-hons-n230/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,50,20,20,10,0,0
10007768,01,CAH19-04,French Studies with Italian,000,http://www.lancs.ac.uk/study/undergraduate/courses/french-studies-with-italian-ba-hons-r1r3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,5,25,35,20,15,0,0
10007768,01,CAH19-04-01,French Studies with Italian,000,http://www.lancs.ac.uk/study/undergraduate/courses/french-studies-with-italian-ba-hons-r1r3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,0,15,40,20,10,0,5
10007768,01,CAH19-04,Spanish Studies with Italian,000,http://www.lancs.ac.uk/study/undergraduate/courses/spanish-studies-with-italian-ba-hons-r4r3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,5,25,35,20,15,0,0
10007768,01,CAH19-04-04,Spanish Studies with Italian,000,http://www.lancs.ac.uk/study/undergraduate/courses/spanish-studies-with-italian-ba-hons-r4r3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,5,30,30,25,15,0,0
10007768,01,CAH19-04,German Studies with Italian,000,http://www.lancs.ac.uk/study/undergraduate/courses/german-studies-with-italian-ba-hons-r2r3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,5,25,35,20,15,0,0
10007768,01,CAH19-04-02,German Studies with Italian,000,http://www.lancs.ac.uk/study/undergraduate/courses/german-studies-with-italian-ba-hons-r2r3/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,15,20,30,10,20,0,5
10007768,01,NA,Design,000,http://www.lancs.ac.uk/study/undergraduate/courses/design-ba-hons-w281/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,10,55,10,10,0,0,20
10007768,01,CAH24-01-05,"Film, Media and Cultural Studies",000,http://www.lancs.ac.uk/study/undergraduate/courses/film-media-and-cultural-studies-ba-hons-pl36/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,20,30,10,0,0
10007768,01,NA,Finance (Industry),021,http://www.lancs.ac.uk/study/undergraduate/courses/finance-industry-bsc-hons-n301/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,20,10,30,40,0,0
10007768,01,CAH17-01-01,Accounting and Management (Industry),021,http://www.lancs.ac.uk/study/undergraduate/courses/accounting-and-management-industry-bsc-hons-nn25/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",2,4,14,18,30,18,1,3
10007768,01,CAH17-01-08,Accounting and Management (Industry),021,http://www.lancs.ac.uk/study/undergraduate/courses/accounting-and-management-industry-bsc-hons-nn25/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",1,8,13,18,31,16,0,4
10007768,01,CAH09-01-01,"Accounting, Finance and Mathematics (Industry)",021,http://www.lancs.ac.uk/study/undergraduate/courses/accounting-finance-and-mathematics-industry-bsc-hons-ng42/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",7,14,28,23,16,10,0,0
10007768,01,CAH17-01-07,"Accounting, Finance and Mathematics (Industry)",021,http://www.lancs.ac.uk/study/undergraduate/courses/accounting-finance-and-mathematics-industry-bsc-hons-ng42/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",1,6,16,18,26,23,0,3
10007768,01,CAH17-01-08,"Accounting, Finance and Mathematics (Industry)",021,http://www.lancs.ac.uk/study/undergraduate/courses/accounting-finance-and-mathematics-industry-bsc-hons-ng42/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",1,8,13,18,31,16,0,4
10007768,01,NA,Economics and Finance (Industry),021,http://www.lancs.ac.uk/study/undergraduate/courses/economics-and-finance-industry-bsc-hons-nl32/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,5,5,30,30,25,0,0
10007768,01,CAH26-01-01,Geography,077,http://www.lancs.ac.uk/study/undergraduate/courses/geography-msci-hons-4r61/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,5,30,22,27,9,5,2
10007768,01,CAH26-01-01,Geography (Study Abroad),077,http://www.lancs.ac.uk/study/undergraduate/courses/geography-study-abroad-msci-hons-4r62/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,5,30,22,27,9,5,2
10007768,01,CAH26-01-02,Physical Geography (Study Abroad),077,http://www.lancs.ac.uk/study/undergraduate/courses/physical-geography-study-abroad-msci-hons-4r64/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,40,15,10,0,10
10007768,01,CAH26-01-02,Physical Geography,077,http://www.lancs.ac.uk/study/undergraduate/courses/physical-geography-msci-hons-4r63/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,40,15,10,0,10
10007768,01,CAH09-01-01,Financial Mathematics (Placement Year),021,http://www.lancs.ac.uk/study/undergraduate/courses/financial-mathematics-placement-year-bsc-hons-gn1j/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",7,14,28,23,16,10,0,0
10007768,01,CAH17-01-07,Financial Mathematics (Placement Year),021,http://www.lancs.ac.uk/study/undergraduate/courses/financial-mathematics-placement-year-bsc-hons-gn1j/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",1,6,16,18,26,23,0,3
10007768,01,CAH19-04-09,Modern Languages and Cultures,148,http://www.lancs.ac.uk/study/undergraduate/courses/modern-languages-and-cultures-mlang-hons-r810/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,5,30,45,5,0,0,0
10007768,01,CAH26-01-01,Geography,170,http://www.lancs.ac.uk/study/undergraduate/courses/geography-marts-hons-l702/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,5,30,22,27,9,5,2
10007768,01,CAH26-01-01,Geography (Study Abroad),170,http://www.lancs.ac.uk/study/undergraduate/courses/geography-study-abroad-marts-hons-l703/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,5,30,22,27,9,5,2
10007768,01,NA,Psychology (Study Abroad),021,http://www.lancs.ac.uk/study/undergraduate/courses/psychology-study-abroad-bsc-hons-c801/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,0,20,30,30,10,0,0
10007768,01,CAH15-01-02,Criminology and French Studies,000,http://www.lancs.ac.uk/study/undergraduate/courses/criminology-and-french-studies-ba-hons-mr91/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",1,5,13,26,30,19,1,0
10007768,01,CAH19-04-01,Criminology and French Studies,000,http://www.lancs.ac.uk/study/undergraduate/courses/criminology-and-french-studies-ba-hons-mr91/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,0,15,40,20,10,0,5
10007768,01,CAH03-01-08,Biochemistry,077,http://www.lancs.ac.uk/study/undergraduate/courses/biochemistry-msci-hons-c706/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,0,20,40,10,5,0,10
10007768,01,NA,"Mathematics, Operational Research, Statistics and Economics (MORSE)",021,http://www.lancs.ac.uk/study/undergraduate/courses/mathematics-operational-research-statistics-and-economics-morse-bsc-hons-gln0/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,20,20,30,0,10,0
10007768,01,NA,Criminology and Psychology,000,http://www.lancs.ac.uk/study/undergraduate/courses/criminology-and-psychology-ba-hons-cl86/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,10,15,40,20,15,0,0
10007768,01,NA,Management and Human Resources,021,http://www.lancs.ac.uk/study/undergraduate/courses/management-and-human-resources-bsc-hons-n600/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,0,10,10,45,5,0,0
10007768,01,NA,Management and Human Resources (Industry),021,http://www.lancs.ac.uk/study/undergraduate/courses/management-and-human-resources-industry-bsc-hons-n602/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,20,40,10,30,0,0,0
10007768,01,CAH15-03-01,Politics (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/politics-placement-year-ba-hons-l202/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,3,21,21,25,24,0,4
10007768,01,NA,Sports and Exercise Science,021,http://www.lancs.ac.uk/study/undergraduate/courses/sports-and-exercise-science-bsc-hons-c600/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,10,30,35,15,15,0,0
10007768,01,NA,"Mathematics, Operational Research, Statistics and Economics (MORSE) (Industry)",021,http://www.lancs.ac.uk/study/undergraduate/courses/mathematics-operational-research-statistics-and-economics-morse-industry-bsc-hons-gln1/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,10,40,30,0,0,0,10
10007768,01,NA,"Politics, International Relations and Management",021,http://www.lancs.ac.uk/study/undergraduate/courses/politics-international-relations-and-management-bsc-hons-ln30/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,45,0,40,15,0,0
10007768,01,NA,Biomedicine (Placement Year),021,http://www.lancs.ac.uk/study/undergraduate/courses/biomedicine-placement-year-bsc-hons-c708/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,20,20,0,20,35,0,10
10007768,01,CAH25-02-03,"Drama, Theatre and Performance (Placement Year)",000,http://www.lancs.ac.uk/study/undergraduate/courses/drama-theatre-and-performance-placement-year-ba-hons-w441/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,15,20,20,25,5,0,0
10007768,01,NA,Politics and International Relations (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/politics-and-international-relations-placement-year-ba-hons-l251/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,10,15,35,10,25,0,10
10007768,01,CAH15-01-02,Sociology (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/sociology-placement-year-ba-hons-l301/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",1,5,13,26,30,19,1,0
10007768,01,CAH19-01-03,Theatre and English Literature (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/theatre-and-english-literature-placement-year-ba-hons-wq44/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",3,5,19,31,23,15,2,1
10007768,01,CAH25-02-03,Theatre and English Literature (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/theatre-and-english-literature-placement-year-ba-hons-wq44/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,15,20,20,25,5,0,0
10007768,01,CAH19-01-03,Film and English Literature (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/film-and-english-literature-placement-year-ba-hons-pq34/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",3,5,19,31,23,15,2,1
10007768,01,CAH24-01-05,Film and English Literature (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/film-and-english-literature-placement-year-ba-hons-pq34/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,20,30,10,0,0
10007768,01,NA,Fine Art (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/fine-art-placement-year-ba-hons-w101/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",10,10,30,25,20,10,0,0
10007768,01,CAH15-01,Media and Cultural Studies (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/media-and-cultural-studies-placement-year-ba-hons-lp64/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",1,5,13,26,29,19,1,1
10007768,01,CAH24-01-05,Media and Cultural Studies (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/media-and-cultural-studies-placement-year-ba-hons-lp64/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,20,30,10,0,0
10007768,01,CAH15-01-02,Film and Sociology (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/film-and-sociology-placement-year-ba-hons-pl34/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",1,5,13,26,30,19,1,0
10007768,01,CAH24-01-05,Film and Sociology (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/film-and-sociology-placement-year-ba-hons-pl34/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,20,30,10,0,0
10007768,01,CAH20-02-01,Philosophy (Placement Year),000,http://www.lancs.ac.uk/study/undergraduate/courses/philosophy-placement-year-ba-hons-v501/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",1,4,27,20,21,18,1,8
10007768,01,CAH24-01-05,"Film, Media and Cultural Studies (Placement Year)",000,http://www.lancs.ac.uk/study/undergraduate/courses/film-media-and-cultural-studies-placement-year-ba-hons-pl37/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,25,20,30,10,0,0
10007768,01,NA,"Philosophy, Politics and Economics (Placement Year)",000,http://www.lancs.ac.uk/study/undergraduate/courses/philosophy-politics-and-economics-placement-year-ba-hons-l0v1/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",0,0,20,35,20,5,0,5
10007768,01,CAH17-01-01,Management and French Studies,000,http://www.lancs.ac.uk/study/undergraduate/courses/management-and-french-studies-ba-hons-rn12/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",2,4,14,18,30,18,1,3
10007768,01,CAH19-04-01,Management and French Studies,000,http://www.lancs.ac.uk/study/undergraduate/courses/management-and-french-studies-ba-hons-rn12/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",5,0,15,40,20,10,0,5
10007768,01,CAH17-01-01,Management and German Studies,000,http://www.lancs.ac.uk/study/undergraduate/courses/management-and-german-studies-ba-hons-rn41/,The University of Lancaster,"University House, Bailrigg, Lancaster, LA1 4YW",2,4,14,18,30,18,1,3
